value,datetime,datetime_utc,tz_time,geo_id,geo_name
29787.0,2018-09-02T22:40:00.000+02:00,2018-09-02T20:40:00Z,2018-09-02T20:40:00.000Z,8741,Península
29715.0,2018-09-02T22:50:00.000+02:00,2018-09-02T20:50:00Z,2018-09-02T20:50:00.000Z,8741,Península
29134.0,2018-09-02T23:00:00.000+02:00,2018-09-02T21:00:00Z,2018-09-02T21:00:00.000Z,8741,Península
28814.0,2018-09-02T23:10:00.000+02:00,2018-09-02T21:10:00Z,2018-09-02T21:10:00.000Z,8741,Península
28607.0,2018-09-02T23:20:00.000+02:00,2018-09-02T21:20:00Z,2018-09-02T21:20:00.000Z,8741,Península
28393.0,2018-09-02T23:30:00.000+02:00,2018-09-02T21:30:00Z,2018-09-02T21:30:00.000Z,8741,Península
28103.0,2018-09-02T23:40:00.000+02:00,2018-09-02T21:40:00Z,2018-09-02T21:40:00.000Z,8741,Península
27741.0,2018-09-02T23:50:00.000+02:00,2018-09-02T21:50:00Z,2018-09-02T21:50:00.000Z,8741,Península
27384.0,2018-09-03T00:00:00.000+02:00,2018-09-02T22:00:00Z,2018-09-02T22:00:00.000Z,8741,Península
27049.0,2018-09-03T00:10:00.000+02:00,2018-09-02T22:10:00Z,2018-09-02T22:10:00.000Z,8741,Península
26868.0,2018-09-03T00:20:00.000+02:00,2018-09-02T22:20:00Z,2018-09-02T22:20:00.000Z,8741,Península
26422.0,2018-09-03T00:30:00.000+02:00,2018-09-02T22:30:00Z,2018-09-02T22:30:00.000Z,8741,Península
26161.0,2018-09-03T00:40:00.000+02:00,2018-09-02T22:40:00Z,2018-09-02T22:40:00.000Z,8741,Península
25912.0,2018-09-03T00:50:00.000+02:00,2018-09-02T22:50:00Z,2018-09-02T22:50:00.000Z,8741,Península
25615.0,2018-09-03T01:00:00.000+02:00,2018-09-02T23:00:00Z,2018-09-02T23:00:00.000Z,8741,Península
25480.0,2018-09-03T01:10:00.000+02:00,2018-09-02T23:10:00Z,2018-09-02T23:10:00.000Z,8741,Península
